Event	ID	Name			Wwise Object Path	Notes
	54786789	Byk_Defeat			\Default Work Unit\BYK (BOSS)\Byk_Defeat	
	121357283	Klick			\Default Work Unit\UI\Klick	
	233780583	Duch_Atak			\Default Work Unit\DUCH\Duch_Atak	
	268474196	Latarnia_Ladowanie			\Default Work Unit\PROPS\Latarnia\Latarnia_Ladowanie	
	304274113	Duch_Defeat			\Default Work Unit\DUCH\Duch_Defeat	
	512941277	Bohater_Shotgun			\Default Work Unit\BOHATER\Bohater_Shotgun	
	649649136	Footsteps_Skeleton			\Default Work Unit\Footsteps_Skeleton	
	1067633203	Boss_Floating			\Default Work Unit\BYK (BOSS)\Boss_Floating	
	1166014346	Duch_Daleko			\Default Work Unit\DUCH\Duch_Daleko	
	1401821816	Najezdzanie			\Default Work Unit\UI\Najezdzanie	
	1453207116	Duch_Odmarzanie			\Default Work Unit\DUCH\Duch_Odmarzanie	
	1690668539	Music_States			\Default Work Unit\Music_States	
	1728112820	Klick_Play			\Default Work Unit\UI\Klick_Play	
	1865588041	Barrel_Breakable			\Default Work Unit\PROPS\Barrel_Breakable	
	1890751152	Bohater_Revolver			\Default Work Unit\BOHATER\Bohater_Revolver	
	1931816509	Money_Wydawanie			\Default Work Unit\PROPS\Money\Money_Wydawanie	
	1949405673	Byk_Szarza			\Default Work Unit\BYK (BOSS)\Byk_Szarza	
	2036585953	Money_Drop			\Default Work Unit\PROPS\Money\Money_Drop	
	2181161180	Duch_Odkrycie			\Default Work Unit\DUCH\Duch_Odkrycie	
	2331497394	Skeleton_Revolver			\Default Work Unit\Skeleton_Revolver	
	2374493969	Duch_Obrazenia			\Default Work Unit\DUCH\Duch_Obrazenia	
	2590602363	Latarnia_Blysk			\Default Work Unit\PROPS\Latarnia\Latarnia_Blysk	
	2654533227	Latarnia_Skrzypienie			\Default Work Unit\PROPS\Latarnia\Latarnia_Skrzypienie	
	2932040671	Play_Music			\Default Work Unit\Play_Music	
	3023215539	Artbook			\Default Work Unit\PROPS\Artbook	
	3782639306	Skeleton_Defeat			\Default Work Unit\Skeleton_Defeat	
	3879760884	Duch_Blisko			\Default Work Unit\DUCH\Duch_Blisko	
	4090646916	Money_Zdobywanie			\Default Work Unit\PROPS\Money\Money_Zdobywanie	
	4269851612	Footsteps_Cowboy			\Default Work Unit\Footsteps_Cowboy	

State Group	ID	Name			Wwise Object Path	Notes
	3991942870	Music			\Default Work Unit\Music	

State	ID	Name	State Group			Notes
	77978275	Ambient	Music			
	251412225	Shop	Music			
	748895195	None	Music			
	2607556080	Menu	Music			
	2764240573	Combat	Music			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	19040402	Footsteps_Cowboy_04	Y:\Documents\WwiseProjects\WWISE_AUDIO_DustnDeath_Main\.cache\Mac\SFX\Footsteps_Cowboy_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Bohater\Footsteps_Cowboy\Footsteps_Cowboy_04		25794
	26209547	Artbook_01	Y:\Documents\WwiseProjects\WWISE_AUDIO_DustnDeath_Main\.cache\Mac\SFX\Artbook_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\PROPS\Artbook\Artbook_01		52466
	91713407	Skeleton_Footsteps_05	Y:\Documents\WwiseProjects\WWISE_AUDIO_DustnDeath_Main\.cache\Mac\SFX\Skeleton_Footsteps_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Skeleton\Footsteps_Skeleton\Skeleton_Footsteps_05		35620
	114916208	Duch_Atak_04	Y:\Documents\WwiseProjects\WWISE_AUDIO_DustnDeath_Main\.cache\Mac\SFX\Duch_Atak_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\DUCH\Duch_Atak\Duch_Atak_04		72556
	138750629	Duch_Jest_Blisko_Skradanie_Nieodkrytego_04	Y:\Documents\WwiseProjects\WWISE_AUDIO_DustnDeath_Main\.cache\Mac\SFX\Duch_Jest_Blisko_Skradanie_Nieodkrytego_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\DUCH\Skradanie_Nieodkrytego_Ducha\Duch_Jest_Blisko_Skradanie_Nieodkrytego_04		234442
	146278858	Duch_Odmarzanie_03	Y:\Documents\WwiseProjects\WWISE_AUDIO_DustnDeath_Main\.cache\Mac\SFX\Duch_Odmarzanie_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\DUCH\Duch_Odmarzanie\Duch_Odmarzanie_03		223046
	151112017	Breaking_Wooden_Barrel_04	Y:\Documents\WwiseProjects\WWISE_AUDIO_DustnDeath_Main\.cache\Mac\SFX\Breaking_Wooden_Barrel_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\PROPS\Barrel_Breakable\Breaking_Wooden_Barrel_04		399296
	165281373	Money_Wydawanie_03	Y:\Documents\WwiseProjects\WWISE_AUDIO_DustnDeath_Main\.cache\Mac\SFX\Money_Wydawanie_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\PROPS\Money\Money_Wydawanie_03		77272
	168197871	Boss_Floating_03	Y:\Documents\WwiseProjects\WWISE_AUDIO_DustnDeath_Main\.cache\Mac\SFX\Boss_Floating_03_4B13FC70.wem		\Actor-Mixer Hierarchy\Default Work Unit\BYK (BOSS)\Boss_Floating_03		589472
	172264929	Skeleton_Revolver_03	Y:\Documents\WwiseProjects\WWISE_AUDIO_DustnDeath_Main\.cache\Mac\SFX\Skeleton_Revolver_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Skeleton\Skeleton_Revolver\Skeleton_Revolver_03		71000
